,State,Facility Name,Total Performance Score,PY2019 Payment Reduction Percentage,CMS Certification Date,StateLat,StateLon
5376,TN,RCG MCMINNVILLE,49,1.00%,2/3/2006,35.830521,-85.9785989
5377,VA,TAPPAHANNOCK DIALYSIS CENTER,70,No Reduction,10/1/1986,38.0033855,-79.4587861
5378,VA,LANGLEY DIALYSIS,48,1.00%,11/2/2016,38.0033855,-79.4587861
5379,TN,FMC MEMPHIS,49,1.00%,4/30/1991,35.830521,-85.9785989
5380,TN,DIALYSIS ASSOC. OF MURFREESBORO-HT,85,No Reduction,3/15/2002,35.830521,-85.9785989
5381,TN,DCI JASPER,57,0.50%,1/13/1999,35.830521,-85.9785989
5382,TX,TOWN GATE DIALYSIS CENTER,63,No Reduction,11/14/1994,31.1693363,-100.0768425
5383,VA,BMA - FARMVILLE,72,No Reduction,9/1/1980,38.0033855,-79.4587861
5384,TX,BMA NORTHWEST BEXAR COUNTY,53,0.50%,5/29/1991,31.1693363,-100.0768425
5385,VT,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS ST. ALBANS,52,0.50%,5/5/1997,43.8717545,-72.4477828
5386,VA,RAI - CHESAPEAKE-NEWPORT NEWS,63,No Reduction,7/1/2006,38.0033855,-79.4587861
5387,VA,FRESENIUS MEDICAL CARE VIRGINIA BEACH HOME LLC,82,No Reduction,12/11/2014,38.0033855,-79.4587861
5388,TN,KINGSTON DIALYSIS,54,0.50%,7/26/2010,35.830521,-85.9785989
5389,TX,TRINITY DIALYSIS CENTER,42,1.00%,10/18/1994,31.1693363,-100.0768425
5390,TX,NNA - BASTROP,72,No Reduction,3/15/2001,31.1693363,-100.0768425
5391,TN,DCI CLARKSVILLE HWY,74,No Reduction,3/19/1993,35.830521,-85.9785989
5392,UT,462518 SOUTH VALLEY DIALYSIS CENTER,85,No Reduction,10/15/1981,39.4997605,-111.547028
5393,SC,FRESENIUS MEDICAL CARE WEST COLUMBIA,68,No Reduction,10/18/1993,33.62505,-80.9470381
5394,TN,FMC TIPTON COUNTY,78,No Reduction,5/7/1997,35.830521,-85.9785989
5395,TX,UT SOUTHWESTERN - DALLAS DIALYSIS,55,0.50%,6/10/1996,31.1693363,-100.0768425
5396,TX,ZZ CLOSED DIAMOND DIALYSIS-MISSOURI CITY LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5397,VA,FMC - FORT BELVOIR,69,No Reduction,7/7/1997,38.0033855,-79.4587861
5398,SC,DENTSVILLE KIDNEY CENTER,66,No Reduction,10/12/2015,33.62505,-80.9470381
5399,VA,FRESENIUS KIDNEY CARE INDIAN RIVER,84,No Reduction,10/12/2016,38.0033855,-79.4587861
5400,TX,DAVITA - SHERMAN,61,No Reduction,10/29/1997,31.1693363,-100.0768425
5401,SC,FMC ANDERSON DIALYSIS CLINIC,67,No Reduction,8/16/1977,33.62505,-80.9470381
5402,TX,OMNI DIALYSIS  CENTER,74,No Reduction,1/14/1994,31.1693363,-100.0768425
5403,RI,DIALYSIS CENTER OF TIVERTON,71,No Reduction,9/3/1998,41.5827282,-71.5064508
5404,TX,UNIV OF TEXAS MEDICAL BRANCH,96,No Reduction,8/31/1977,31.1693363,-100.0768425
5405,VA,NORFOLK DIALYSIS CENTER,69,No Reduction,12/1/1986,38.0033855,-79.4587861
5406,TX,NEW BRAUNFELS KIDNEY DISEASE CLINIC,63,No Reduction,12/5/1990,31.1693363,-100.0768425
5407,TN,DCI CUMBERLAND,63,No Reduction,8/3/1981,35.830521,-85.9785989
5408,TX,FRESENIUS MEDICAL CARE EL PASO GATEWAY,86,No Reduction,3/6/1992,31.1693363,-100.0768425
5409,VA,FRESENIUS KIDNEY CARE SMYTH COUNTY,84,No Reduction,9/29/2016,38.0033855,-79.4587861
5410,TN,RCG WEST NASHVILLE,60,No Reduction,6/1/1998,35.830521,-85.9785989
5411,TX,CHANNELVIEW DIALYSIS,50,0.50%,1/14/1993,31.1693363,-100.0768425
5412,TX,WESLACO DIALYSIS FACILITY,69,No Reduction,8/20/1986,31.1693363,-100.0768425
5413,TX,RENAL CENTER OF NORTH DENTON LLLP,49,1.00%,7/1/1978,31.1693363,-100.0768425
5414,TN,SATELLITE HEALTHCARE CHICKASAW GARDENS LLC,43,1.00%,12/16/2015,35.830521,-85.9785989
5415,TN,FMC ELK RIVER DIALYSIS,76,No Reduction,5/6/1999,35.830521,-85.9785989
5416,UT,462528 IRON MISSION DIALYSIS CENTER,68,No Reduction,4/16/2002,39.4997605,-111.547028
5417,VA,CAMELOT DIALYSIS CENTER,75,No Reduction,8/1/1979,38.0033855,-79.4587861
5418,TN,VANDERBILT DIALYSIS CLINIC,44,1.00%,5/13/1994,35.830521,-85.9785989
5419,VA,US RENAL CARE PETERSBURG DIALYSIS,68,No Reduction,5/27/2015,38.0033855,-79.4587861
5420,TX,SAGEMONT DIALYSIS,45,1.00%,9/13/1988,31.1693363,-100.0768425
5421,TN,DCI MADISON,64,No Reduction,9/1/1976,35.830521,-85.9785989
5422,SC,BAMBERG DIALYSIS,78,No Reduction,10/23/2003,33.62505,-80.9470381
5423,VA,BMA - SOUTHWEST VIRGINIA,57,0.50%,2/1/1983,38.0033855,-79.4587861
5424,SC,DCI UNION,70,No Reduction,9/7/1994,33.62505,-80.9470381
5425,TN,DAVITA MEMPHIS DOWNTOWN,52,0.50%,12/17/2008,35.830521,-85.9785989
5426,VA,FMC - ABINGDON,84,No Reduction,3/9/2005,38.0033855,-79.4587861
5427,TX,ZZCLOSED SHANNON DIALYSIS SERVICES - BRADY,40,1.00%,5/5/2014,31.1693363,-100.0768425
5428,SC,DCI PORT ROYAL,72,No Reduction,6/18/2003,33.62505,-80.9470381
5429,SD,MADISON DIALYSIS OF SANFORD HEALTH,No Score,No Reduction,4/24/2000,44.2126995,-100.2471641
5430,TX,RENAL CARE GROUP-SOUTHEAST TYLER,66,No Reduction,4/23/2004,31.1693363,-100.0768425
5431,SC,DARLINGTON DIALYSIS CENTER INC,42,1.00%,5/17/1987,33.62505,-80.9470381
5432,TN,GALLERIA DIALYSIS,85,No Reduction,3/31/1998,35.830521,-85.9785989
5433,VA,TOTAL RENAL CARE - HOPEWELL,67,No Reduction,9/1/1992,38.0033855,-79.4587861
5434,SC,FRESENIUS MEDICAL CARE SWAN LAKE DIALYSIS CENTER,56,0.50%,10/21/2015,33.62505,-80.9470381
5435,TX,DIALYSIS CARE OF MCALLEN,60,No Reduction,4/7/1993,31.1693363,-100.0768425
5436,VA,RENAL CAREPARTNERS - ARLINGTON/ALEXANDRIA,73,No Reduction,12/13/1999,38.0033855,-79.4587861
5437,TN,TANNOR DIALYSIS LLC,69,No Reduction,3/31/2014,35.830521,-85.9785989
5438,TX,SCOTT & WHITE ARTIFICAL KIDNEY UNIT,55,0.50%,9/1/2000,31.1693363,-100.0768425
5439,TN,EAST TENNESSEE DIALYSIS CENTER,No Score,No Reduction,1/26/2015,35.830521,-85.9785989
5440,VA,FREDERICKSBURG DIALYSIS CENTER,58,0.50%,8/1/1977,38.0033855,-79.4587861
5441,TN,DCI HOME TRAINING OF MIDDLE TN,56,0.50%,9/10/2001,35.830521,-85.9785989
5442,SC,FRESENIUS MEDICAL CARE OF LEE COUNTY,66,No Reduction,6/30/1997,33.62505,-80.9470381
5443,TN,RCG FRANKLIN,64,No Reduction,6/7/1999,35.830521,-85.9785989
5444,TN,DAVITA STATE LINE,62,No Reduction,3/2/2011,35.830521,-85.9785989
5445,TX,CLEAR LAKE KIDNEY CENTER,63,No Reduction,6/26/1988,31.1693363,-100.0768425
5446,TX,DRISCOLL CHILDREN'S VALLEY DIALYSIS CENTER,0,2.00%,12/15/2014,31.1693363,-100.0768425
5447,TX,REDBIRD DIALYSIS CENTER,70,No Reduction,1/3/1995,31.1693363,-100.0768425
5448,TX,SPRING BRANCH DIALYSIS,71,No Reduction,1/9/1996,31.1693363,-100.0768425
5449,TX,KILLEEN KIDNEY CENTER,70,No Reduction,4/16/1991,31.1693363,-100.0768425
5450,TN,CAMDEN DIALYSIS,71,No Reduction,1/21/1998,35.830521,-85.9785989
5451,VA,TOTAL RENAL CARE - LITTLE CREEK DIALYSIS,66,No Reduction,11/14/2012,38.0033855,-79.4587861
5452,VA,BIO-MEDICAL APPLICATIONS OF VIRGINIA INC,78,No Reduction,2/29/2016,38.0033855,-79.4587861
5453,VA,RAI - MERCURY BLVD-HAMPTON,53,0.50%,7/1/2006,38.0033855,-79.4587861
5454,TX,SUGARLAND DIALYSIS,46,1.00%,10/16/2003,31.1693363,-100.0768425
5455,SC,FRESENIUS MEDICAL CARE LEXINGTON,62,No Reduction,1/7/1983,33.62505,-80.9470381
5456,SC,DSI PLEASANTBURG DIALYSIS,78,No Reduction,3/1/2001,33.62505,-80.9470381
5457,TN,ROCKY TOP DIALYSIS,69,No Reduction,9/22/2008,35.830521,-85.9785989
5458,SC,GREER KIDNEY CENTER INC,60,No Reduction,10/5/1988,33.62505,-80.9470381
5459,TN,SATELLITE HEALTHCARE OF POPLAR AVENUE LLC,61,No Reduction,2/24/2010,35.830521,-85.9785989
5460,VA,GREAT BRIDGE DIALYSIS CENTER,71,No Reduction,4/7/2000,38.0033855,-79.4587861
5461,TX,KINGWOOD DIALYSIS CENTER,83,No Reduction,9/22/1992,31.1693363,-100.0768425
5462,SC,DCI WEST ASHLEY,61,No Reduction,11/22/1980,33.62505,-80.9470381
5463,SC,FRESENIUS MEDICAL CARE IRMO,53,0.50%,7/17/2001,33.62505,-80.9470381
5464,TX,FMC SOUTH DALLAS COUNTY,55,0.50%,1/4/1995,31.1693363,-100.0768425
5465,TX,NNA SAN MARCOS,71,No Reduction,8/31/1977,31.1693363,-100.0768425
5466,VA,APPOMATTOX DIALYSIS CENTER,68,No Reduction,10/21/1998,38.0033855,-79.4587861
5467,SC,DAVITA LONGS DIALYSIS,80,No Reduction,4/14/2009,33.62505,-80.9470381
5468,TN,TIPTON COUNTY DIALYSIS,72,No Reduction,3/26/1997,35.830521,-85.9785989
5469,TX,BROADWAY KIDNEY DISEASE CENTER,73,No Reduction,8/16/2000,31.1693363,-100.0768425
5470,VA,FMC - LORTON,81,No Reduction,8/31/2006,38.0033855,-79.4587861
5471,VA,RENAL CAREPARTNERS - WOODBRIDGE,63,No Reduction,2/28/2007,38.0033855,-79.4587861
5472,UT,462500 FARMINGTON BAY DIALYSIS CENTER,92,No Reduction,7/7/2005,39.4997605,-111.547028
5473,VA,KEMPSVILLE HOME DIALYSIS,72,No Reduction,1/14/2015,38.0033855,-79.4587861
5474,TX,SNG PASADENA DIALYSIS CENTER LP,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5475,TX,FRESENIUS MEDICAL CARE IRVING,59,0.50%,3/11/1985,31.1693363,-100.0768425
5476,SC,DSI HOME DIALYSIS PLEASANTBURG,62,No Reduction,11/4/2011,33.62505,-80.9470381
5477,TN,FMC BRISTOL,72,No Reduction,2/20/1981,35.830521,-85.9785989
5478,TX,SWISS AVENUE DIALYSIS CENTER,56,0.50%,12/2/1994,31.1693363,-100.0768425
5479,TX,ZZ CLOSED ATHIOS DIAYLSIS LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5480,TX,CONROE DIALYSIS,65,No Reduction,5/9/1995,31.1693363,-100.0768425
5481,TX,GUADALUPE KIDNEY DISEASE CL,79,No Reduction,10/18/1995,31.1693363,-100.0768425
5482,VA,LANSDOWNE DIALYSIS,66,No Reduction,11/19/2013,38.0033855,-79.4587861
5483,TX,FMC DIALYSIS SERVICES OF PEARLAND,85,No Reduction,10/15/2002,31.1693363,-100.0768425
5484,TX,BMA DALLAS SOUTH,70,No Reduction,9/7/1994,31.1693363,-100.0768425
5485,VA,MIDTOWNE NORFOLK DIALYSIS,76,No Reduction,6/16/2009,38.0033855,-79.4587861
5486,SC,PALMETTO DIALYSIS,71,No Reduction,1/23/2001,33.62505,-80.9470381
5487,VA,LIVINGSTON DIALYSIS LLC,62,No Reduction,6/13/2012,38.0033855,-79.4587861
5488,TX,US RENAL CARE BANDERA ROAD DIALYSIS,75,No Reduction,9/14/2004,31.1693363,-100.0768425
5489,SC,DSI GREENVILLE RENAL CENTER,59,0.50%,9/1/1976,33.62505,-80.9470381
5490,SC,UPSTATE DIALYSIS CENTER,63,No Reduction,10/8/1988,33.62505,-80.9470381
5491,TN,ISD RENAL INC,62,No Reduction,3/6/2002,35.830521,-85.9785989
5492,VA,TOTAL RENAL CARE - EAST END,53,0.50%,6/1/1985,38.0033855,-79.4587861
5493,UT,462546 FMC-RIVERTON LLC,84,No Reduction,8/3/2016,39.4997605,-111.547028
5494,VA,NCG-CHANTILLY,70,No Reduction,7/20/2015,38.0033855,-79.4587861
5495,UT,462320 PRIMARY CHILDREN'S DIALYSIS CENTER,69,No Reduction,1/12/2015,39.4997605,-111.547028
5496,SC,ALLENDALE COUNTY DIALYSIS,37,1.50%,11/3/1995,33.62505,-80.9470381
5497,TX,UNIVERSITY DIALYSIS SOUTHEAST,79,No Reduction,9/12/2001,31.1693363,-100.0768425
5498,SC,FMC MEADOWLAKE DIALYSIS,63,No Reduction,2/17/2000,33.62505,-80.9470381
5499,TN,DCI NASHVILLE,70,No Reduction,4/1/1971,35.830521,-85.9785989
5500,TN,RENAL CARE OF MEMPHIS NORTH,59,0.50%,12/6/2001,35.830521,-85.9785989
5501,VA,WILLIAMSBURG DIALYSIS,50,0.50%,9/25/2007,38.0033855,-79.4587861
5502,TN,FMC LAFOLLETTE,79,No Reduction,2/24/1986,35.830521,-85.9785989
5503,TX,NNA - ROUNDROCK,64,No Reduction,6/22/1998,31.1693363,-100.0768425
5504,TN,DCI KNOXVILLE,49,1.00%,9/1/1976,35.830521,-85.9785989
5505,TX,DAVITA  WEST,68,No Reduction,9/11/1995,31.1693363,-100.0768425
5506,TN,FMC EASTERN TENNESSEE,86,No Reduction,7/12/1982,35.830521,-85.9785989
5507,SC,DCI ARCHDALE,40,1.00%,8/29/2012,33.62505,-80.9470381
5508,TX,NORTHEAST FT WORTH DIALYSIS CT,66,No Reduction,4/16/1997,31.1693363,-100.0768425
5509,TN,BIO-MEDICAL APPLICATIONS OF TENNESSEE INC.,60,No Reduction,6/30/2014,35.830521,-85.9785989
5510,TX,US RENAL CARE WEBSTER DIALYSIS,58,0.50%,8/31/2001,31.1693363,-100.0768425
5511,TX,FRESENIUS MEDICAL CARE MCALLEN,71,No Reduction,8/31/1977,31.1693363,-100.0768425
5512,SC,DCA EDGEFIELD,82,No Reduction,3/20/2006,33.62505,-80.9470381
5513,VA,BMA - FRANKLIN COUNTY,50,0.50%,1/1/1993,38.0033855,-79.4587861
5514,SC,FRESENIUS MEDICAL CARE MYRTLE BEACH,53,0.50%,6/30/2009,33.62505,-80.9470381
5515,TN,DCI DAYTON,66,No Reduction,12/14/1990,35.830521,-85.9785989
5516,TX,SOUTH ARLINGTON DIALYSIS CENTER,68,No Reduction,12/3/1986,31.1693363,-100.0768425
5517,SC,NORTH ORANGEBURG DIALYSIS,70,No Reduction,12/3/1979,33.62505,-80.9470381
5518,TN,U.S. RENAL CARE GALLERIA DIALYSIS,59,0.50%,4/29/2005,35.830521,-85.9785989
5519,SC,FMC OF NEWBERRY,47,1.00%,9/16/1987,33.62505,-80.9470381
5520,VA,BMA - RUSSELL COUNTY,44,1.00%,4/1/1994,38.0033855,-79.4587861
5521,SC,CONWAY DIALYSIS CENTER,73,No Reduction,4/13/1989,33.62505,-80.9470381
5522,TN,FMC ATHENS,85,No Reduction,11/1/1996,35.830521,-85.9785989
5523,UT,462510 CASTLEVIEW DIALYSIS,70,No Reduction,11/30/1984,39.4997605,-111.547028
5524,VA,RAI - WEST LEIGH-RICHMOND,64,No Reduction,9/15/1999,38.0033855,-79.4587861
5525,UT,462544 MARK LINDSAY DIALYSIS CENTER,87,No Reduction,12/7/2009,39.4997605,-111.547028
5526,TX,VALLEY DIALYSIS OF MCALLEN,59,0.50%,11/6/2003,31.1693363,-100.0768425
5527,VA,FRONT ROYAL DIALYSIS,71,No Reduction,4/1/1994,38.0033855,-79.4587861
5528,VA,CDC - ALEXANDRIA,76,No Reduction,4/1/1992,38.0033855,-79.4587861
5529,TN,MEMPHIS SOUTH DIALYSIS,71,No Reduction,6/10/2002,35.830521,-85.9785989
5530,TX,SATELLITE HEALTHCARE NORTH LAREDO,73,No Reduction,8/31/1977,31.1693363,-100.0768425
5531,TN,FMC SEVIERVILLE,77,No Reduction,12/3/2008,35.830521,-85.9785989
5532,TX,FRESENIUS MEDICAL CARE ENNIS,88,No Reduction,7/16/1986,31.1693363,-100.0768425
5533,TN,ISD RENAL INC,56,0.50%,2/1/2003,35.830521,-85.9785989
5534,TN,DAVITA SOUTH JACKSON,65,No Reduction,9/14/2011,35.830521,-85.9785989
5535,TN,TOTAL RENAL CARE INC,64,No Reduction,12/12/2016,35.830521,-85.9785989
5536,TX,TOMBALL DIALYSIS CENTER,59,0.50%,9/11/1996,31.1693363,-100.0768425
5537,VA,ALEXANDRIA KIDNEY CENTER,59,0.50%,11/1/1980,38.0033855,-79.4587861
5538,SC,SANTEE DIALYSIS,83,No Reduction,6/1/1992,33.62505,-80.9470381
5539,TN,FMC LAWRENCEBURG,81,No Reduction,7/15/2009,35.830521,-85.9785989
5540,TN,COLUMBIA DIALYSIS,82,No Reduction,4/18/1986,35.830521,-85.9785989
5541,SC,PAGELAND DIALYSIS,72,No Reduction,9/11/2003,33.62505,-80.9470381
5542,SC,DSI TRAVELERS REST DIALYSIS,62,No Reduction,11/20/2015,33.62505,-80.9470381
5543,VA,TOTAL RENAL CARE - FAIRFAX,66,No Reduction,7/27/1998,38.0033855,-79.4587861
5544,TX,USRC TARRANT DIALYSIS CENTER NORTH FORT WORTH,57,0.50%,12/17/2001,31.1693363,-100.0768425
5545,TX,MT PLEASANT DIALYSIS CENTER,59,0.50%,2/1/1987,31.1693363,-100.0768425
5546,VA,RENAL CARE GROUP - SOUTH BOSTON,53,0.50%,7/1/1979,38.0033855,-79.4587861
5547,TX,SNG-RENAL SOLUTIONS DIALYSIS CENTER LP,51,0.50%,3/12/2004,31.1693363,-100.0768425
5548,VA,LEE DIALYSIS,90,No Reduction,12/2/2015,38.0033855,-79.4587861
5549,SD,PRAIRIE LAKES HEALTHCARE SYSTEM,75,No Reduction,9/1/1977,44.2126995,-100.2471641
5550,VA,CHARLOTTESVILLE NORTH DIALYSIS,59,0.50%,7/5/2006,38.0033855,-79.4587861
5551,VA,CHARTER COLONY DIALYSIS CENTER,80,No Reduction,10/1/2007,38.0033855,-79.4587861
5552,TN,FMC EAST MEMPHIS,52,0.50%,2/9/1984,35.830521,-85.9785989
5553,UT,462535 LONE PEAK DIALYSIS (DVA),65,No Reduction,1/25/2008,39.4997605,-111.547028
5554,SC,LORIS DIALYSIS CENTER,85,No Reduction,6/1/1988,33.62505,-80.9470381
5555,TX,US RENAL CARE EAST EL PASO DIALYSIS,63,No Reduction,11/6/1996,31.1693363,-100.0768425
5556,SD,SIOUX FALLS DIALYSIS - DAVITA,57,0.50%,2/16/1995,44.2126995,-100.2471641
5557,TN,KIDNEY CENTER OF CLEVELAND,63,No Reduction,6/22/2009,35.830521,-85.9785989
5558,TX,NEW BRAUNFELS DIALYSIS,62,No Reduction,3/17/1999,31.1693363,-100.0768425
5559,SC,FRESENIUS MEDICAL CARE LOWER RICHLAND,56,0.50%,2/21/1997,33.62505,-80.9470381
5560,SC,FMC OF FORT MILL,64,No Reduction,9/20/1988,33.62505,-80.9470381
5561,SC,TOTAL RENAL CARE INC.,83,No Reduction,1/22/2008,33.62505,-80.9470381
5562,TX,LIVE OAK DIALYSIS,82,No Reduction,8/1/2010,31.1693363,-100.0768425
5563,TX,DCI CENTER,68,No Reduction,3/8/2002,31.1693363,-100.0768425
5564,TN,TN SMOKIE MOUNTAIN DIALYSIS,75,No Reduction,3/8/2007,35.830521,-85.9785989
5565,TX,RENAL CENTER OF CARROLLTON,63,No Reduction,8/3/2004,31.1693363,-100.0768425
5566,TN,KIDNEY CENTER OF HWY 58,64,No Reduction,6/8/2011,35.830521,-85.9785989
5567,TN,DCI LEBANON,64,No Reduction,5/12/1993,35.830521,-85.9785989
5568,TX,FRESENIUS MEDICAL CARE WESTOVER HILLS,63,No Reduction,8/31/1977,31.1693363,-100.0768425
5569,TN,DCI BROWNSVILLE,78,No Reduction,2/28/1987,35.830521,-85.9785989
5570,SC,DCI EAST SPARTANBURG,47,1.00%,12/20/1985,33.62505,-80.9470381
5571,TX,WALNUT HILL DIALYSIS CENTER,58,0.50%,12/21/1993,31.1693363,-100.0768425
5572,TX,RRC EAST FORT WORTH,69,No Reduction,6/17/1985,31.1693363,-100.0768425
5573,TN,RCG MADISON,52,0.50%,1/25/1999,35.830521,-85.9785989
5574,SC,RIVER VIEW  KIDNEY CENTER,65,No Reduction,11/1/2006,33.62505,-80.9470381
5575,TX,RENAL CENTER OF BEAUMONT,60,No Reduction,6/13/1986,31.1693363,-100.0768425
5576,TX,GULFGATE KIDNEY CENTER,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5577,UT,462536 HURRICANE DIALYSIS CENTER,75,No Reduction,5/20/2008,39.4997605,-111.547028
5578,SC,FRESENIUS MEDICAL CARE CNA KIDNEY CENTERS LLC,72,No Reduction,5/28/2015,33.62505,-80.9470381
5579,RI,DIALYSIS CENTER OF PAWTUCKET,72,No Reduction,4/9/1999,41.5827282,-71.5064508
5580,VA,LIBERTY DIALYSIS - SOUTH HILL,56,0.50%,2/1/2011,38.0033855,-79.4587861
5581,TN,BIO-MEDICAL APPLICTIONS OF TENNESSEE INC,82,No Reduction,1/26/2016,35.830521,-85.9785989
5582,VA,RENAL CARE GROUP - MARTINSVILLE,75,No Reduction,1/1/1982,38.0033855,-79.4587861
5583,TX,KIDNEY DISEASE CLINIC OF UVALDE,82,No Reduction,1/16/1981,31.1693363,-100.0768425
5584,TN,FMC POWELL,83,No Reduction,11/4/2009,35.830521,-85.9785989
5585,TX,NORTH LOOP EAST DIALYSIS,69,No Reduction,3/30/1995,31.1693363,-100.0768425
5586,TX,CLEVELAND DIALYSIS CENTER,47,1.00%,4/16/1996,31.1693363,-100.0768425
5587,SC,ORANGEBURG DIALYSIS,55,0.50%,6/17/2003,33.62505,-80.9470381
5588,RI,FRESENIUS MEDICAL CARE OF WARWICK,66,No Reduction,8/9/1977,41.5827282,-71.5064508
5589,TN,COLLIERVILLE DIALYSIS,60,No Reduction,5/6/2002,35.830521,-85.9785989
5590,SD,AVERA DIALYSIS - SIOUX FALLS,52,0.50%,1/16/2014,44.2126995,-100.2471641
5591,SC,DSI EASLEY RENAL CENTER,71,No Reduction,11/2/1988,33.62505,-80.9470381
5592,TN,DAVITA WOLF RIVER DIALYSIS,65,No Reduction,12/29/2010,35.830521,-85.9785989
5593,TX,AMERI-TECH KIDNEY CENTER-ARLINGTON LLC,64,No Reduction,4/2/1990,31.1693363,-100.0768425
5594,UT,462511 DIXIE DIALYSIS CENTER,77,No Reduction,8/29/1997,39.4997605,-111.547028
5595,SC,RAI CARE CENTERS SUMMERVILLE,50,0.50%,9/29/1995,33.62505,-80.9470381
5596,TX,BEAUMONT KIDNEY CENTER,59,0.50%,10/24/2001,31.1693363,-100.0768425
5597,VA,SOCO DIALYSIS,68,No Reduction,11/6/2015,38.0033855,-79.4587861
5598,TX,DALLAS NORTH DIALYSIS CENTER,70,No Reduction,6/17/2004,31.1693363,-100.0768425
5599,TN,RAI LEBANON,51,0.50%,12/8/2010,35.830521,-85.9785989
5600,TX,US RENAL CARE TARRANT DIALYSIS ARLINGTON,57,0.50%,6/20/1986,31.1693363,-100.0768425
5601,RI,DIALYSIS CENTER OF PROVIDENCE,71,No Reduction,8/13/1999,41.5827282,-71.5064508
5602,TX,US RENAL CARE WEST EL PASO DIALYSIS,73,No Reduction,3/30/2000,31.1693363,-100.0768425
5603,TX,HILL COUNTRY DIALYSIS,75,No Reduction,10/27/1997,31.1693363,-100.0768425
5604,VA,BMA - CRYSTAL SPRING,58,0.50%,9/1/1993,38.0033855,-79.4587861
5605,SC,FRESENIUS MEDICAL CARE BENNETTSVILLE,75,No Reduction,9/14/1983,33.62505,-80.9470381
5606,TX,FRESENIUS MEDICAL CARE KINGWOOD LLC,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5607,TX,FRESENIUS MEDICAL CARE LUBBOCK,61,No Reduction,10/30/1985,31.1693363,-100.0768425
5608,SC,FMC DIALYSIS SERVICES LAKE MARION,69,No Reduction,3/9/2000,33.62505,-80.9470381
5609,TX,AMERI-TECH KIDNEY CENTER-BEDFORD LLC,69,No Reduction,4/29/1993,31.1693363,-100.0768425
5610,TN,SATELLITE HEALTHCARE SOUTH GERMANTOWN LLC,74,No Reduction,3/13/2015,35.830521,-85.9785989
5611,RI,NNA - PAWTUCKET,72,No Reduction,3/9/2004,41.5827282,-71.5064508
5612,TX,BIO-MEDICAL APPLICATIONS OF TEXAS INC.,No Score,No Reduction,8/26/2017,31.1693363,-100.0768425
5613,TN,FMC NORTH MEMPHIS,65,No Reduction,2/23/1996,35.830521,-85.9785989
5614,TX,KIDNEY CENTER OF JASPER,56,0.50%,8/3/2001,31.1693363,-100.0768425
5615,SC,FRESENIUS KIDNEY CARE FLORENCE MEDICAL MILE,No Score,No Reduction,10/25/2017,33.62505,-80.9470381
5616,TX,BAY AREA DIALYSIS SERVICES AT ALICE,80,No Reduction,12/6/1994,31.1693363,-100.0768425
5617,TX,SNG - SANDCASTLE DIALYSIS CENTER,45,1.00%,6/5/1997,31.1693363,-100.0768425
5618,TX,FMC DIALYSIS SERVICES OF NORTH BROWNSVILLE,57,0.50%,6/7/2002,31.1693363,-100.0768425
5619,VA,STINES DIALYSIS LLC,78,No Reduction,6/24/2013,38.0033855,-79.4587861
5620,TN,NASHVILLE HOME TRAINING DIALYSIS,61,No Reduction,6/22/2010,35.830521,-85.9785989
5621,TX,HENDERSON DIALYSIS CENTER,73,No Reduction,8/16/1999,31.1693363,-100.0768425
5622,VA,HAYMARKET DIALYSIS,82,No Reduction,9/26/2007,38.0033855,-79.4587861
5623,TX,GAMBRO HEALTHCARE PEARSALL,74,No Reduction,7/18/1996,31.1693363,-100.0768425
5624,TN,WHITEBRIDGE DIALYSIS,66,No Reduction,5/16/1986,35.830521,-85.9785989
5625,TX,FRESENIUS MEDICAL CARE BAYTOWN DIALYSIS,70,No Reduction,4/15/1986,31.1693363,-100.0768425
5626,SC,GOOSE CREEK DIALYSIS,66,No Reduction,5/19/2004,33.62505,-80.9470381
5627,VA,FAIRFAX DIALYSIS CENTER,75,No Reduction,9/1/1977,38.0033855,-79.4587861
5628,TN,NORTH JACKSON DIALYSIS,56,0.50%,2/6/1997,35.830521,-85.9785989
5629,TX,FRESENIUS MEDICAL CARE AMARILLO HIGH PLAINS,60,No Reduction,8/31/1977,31.1693363,-100.0768425
5630,TX,ALICE RENAL CENTER,65,No Reduction,10/29/1980,31.1693363,-100.0768425
5631,TN,FMC SOUTH AIRWAYS LLC,55,0.50%,8/22/2016,35.830521,-85.9785989
5632,TN,RCG UNION CITY,61,No Reduction,6/29/2004,35.830521,-85.9785989
5633,TX,BMA SOUTHEAST SAN ANTONIO,67,No Reduction,1/14/1992,31.1693363,-100.0768425
5634,TX,FRESENIUS MEDICAL CARE NORTH TEXAS,72,No Reduction,8/31/1977,31.1693363,-100.0768425
5635,UT,462519 BONNEVILLE DIALYSIS CENTER,61,No Reduction,12/15/1983,39.4997605,-111.547028
5636,VA,FMC - VIRGINIA BEACH,87,No Reduction,5/4/2005,38.0033855,-79.4587861
5637,TX,BAY AREA DIALYSIS SERVICES AT KINGSVILLE,66,No Reduction,3/1/1990,31.1693363,-100.0768425
